=============
Float 9250 (Alamo/Alto)
-------------
Float 9250, Dive 51
Product ID STANDARD
Software Version 8.0.5
Trajectory
GPS fixes:
fix kind:  DiveStart
fix time:  2021-09-26 05:06:00 UTC
latitude:  69.0960518
longitude: -51.975719
ttf:       0
nsat:      4
min snr:   28
mean snr:  36
max snr:   43
hdop:      2.7

fix kind:  DiveEnd
fix time:  2021-10-01 07:44:00 UTC
latitude:  69.0985141
longitude: -51.9722853
ttf:       80
nsat:      9
min snr:   0
mean snr:  26
max snr:   39
hdop:      0.8

Fall/Rise series:
╔════════════╤═════════════════╤═══════════════╗
║       time │ pressure (dBar) │          code ║
║        459.4800 │             2.6170 │        34.2050 │       2.5800 ║
║        458.5200 │             2.6120 │        34.2050 │       2.6540 ║
║        457.4000 │             2.6060 │        34.2050 │       2.6320 ║
║        456.4000 │             2.5970 │        34.2040 │       2.5950 ║
║        455.4400 │             2.5940 │        34.2030 │       2.7630 ║
║        454.4400 │             2.5930 │        34.2010 │       2.6540 ║
║        453.4800 │             2.5930 │        34.2030 │       2.6760 ║
║        452.4800 │             2.5940 │        34.2030 │       2.7710 ║
║        451.5200 │             2.5930 │        34.2020 │       2.7190 ║
║        450.5200 │             2.5920 │        34.2010 │       2.5510 ║
║        449.5600 │             2.5900 │        34.2010 │       2.7300 ║
║        448.4400 │             2.5830 │        34.2020 │       2.5660 ║
║        447.4400 │             2.5770 │        34.1980 │       2.7710 ║
║        446.4800 │             2.5640 │        34.1970 │       2.5550 ║
║        445.5200 │             2.5610 │        34.1960 │       2.6540 ║
║        444.5200 │             2.5550 │        34.1970 │       2.5660 ║
║        443.4400 │             2.5520 │        34.1940 │       2.6390 ║
║        442.5600 │             2.5490 │        34.1920 │       2.5210 ║
║        441.6000 │             2.5480 │        34.1940 │       2.5660 ║
║        440.4800 │             2.5470 │        34.1920 │       2.5660 ║
║        439.4400 │             2.5460 │        34.1930 │       2.4990 ║
║        438.4800 │             2.5450 │        34.1920 │       2.8180 ║
║        437.4800 │             2.5380 │        34.1900 │       2.7630 ║
║        436.4800 │             2.5280 │        34.1870 │       2.6100 ║
║        435.3600 │             2.5230 │        34.1870 │       2.6830 ║
║        434.4000 │             2.5150 │        34.1840 │       2.5660 ║
║        433.4000 │             2.5080 │        34.1830 │       2.6100 ║
║        432.4400 │             2.5070 │        34.1830 │       2.5800 ║
║        431.4800 │             2.5060 │        34.1820 │       2.6540 ║
║        430.4800 │             2.5050 │        34.1820 │       2.6830 ║
║        429.5600 │             2.5010 │        34.1820 │       2.6680 ║
║        428.5600 │             2.5000 │        34.1820 │       2.5210 ║
║        427.6000 │             2.4980 │        34.1800 │       2.5360 ║
║        426.4800 │             2.4970 │        34.1800 │       2.6320 ║
║        425.4000 │             2.4950 │        34.1800 │       2.6240 ║
║        424.4000 │             2.4920 │        34.1790 │       2.6240 ║
║        423.4400 │             2.4910 │        34.1790 │       2.6100 ║
║        422.4800 │             2.4900 │        34.1770 │       2.5660 ║
║        421.5600 │             2.4880 │        34.1780 │       2.5660 ║
║        420.5600 │             2.4870 │        34.1770 │       2.5950 ║
║        419.6000 │             2.4840 │        34.1770 │       2.5950 ║
║        418.6000 │             2.4820 │        34.1770 │       2.6830 ║
║        417.4800 │             2.4780 │        34.1760 │       2.5990 ║
║        416.3200 │             2.4750 │        34.1760 │       2.5660 ║
║        415.4000 │             2.4730 │        34.1750 │       2.5070 ║
